file_name,file_path,text,subject
高中语文人教版必修三课件：第二单元 第5课 杜甫诗三首.pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文人教版必修三课件打包18份\高中语文人教版必修三课件：第二单元 第5课 杜甫诗三首.pptx,占位符,语文
高中语文人教版必修三课件：第二单元 第6课 琵琶行并序.pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文人教版必修三课件打包18份\高中语文人教版必修三课件：第二单元 第6课 琵琶行并序.pptx,占位符,语文
高中语文人教版必修三课件：第二单元 第7课 李商隐诗两首.pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文人教版必修三课件打包18份\高中语文人教版必修三课件：第二单元 第7课 李商隐诗两首.pptx,占位符,语文
高中语文人教版必修三课件：第四单元 单元写作 “学习议论中的记叙”定向练.pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文人教版必修三课件打包18份\高中语文人教版必修三课件：第四单元 单元写作 “学习议论中的记叙”定向练.pptx,占位符,语文
高中语文人教版必修三课件：第四单元 第12课 动物游戏之谜.pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文人教版必修三课件打包18份\高中语文人教版必修三课件：第四单元 第12课 动物游戏之谜.pptx,占位符,语文
高中语文人教版必修三课件：第四单元 第13课 宇宙的边疆.pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文人教版必修三课件打包18份\高中语文人教版必修三课件：第四单元 第13课 宇宙的边疆.pptx,占位符,语文
高中语文人教版必修三课件：第四单元 第14课 一名物理学家的教育历程.pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文人教版必修三课件打包18份\高中语文人教版必修三课件：第四单元 第14课 一名物理学家的教育历程.pptx,占位符,语文
高中语文必修三（人教版）课件：1 第1课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：1 第1课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：1 第2课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：1 第2课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：10 第1课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：10 第1课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：10 第2课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：10 第2课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：11 第1课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：11 第1课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：11 第2课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：11 第2课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：12 第1课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：12 第1课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：12 第2课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：12 第2课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：13 第1课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：13 第1课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：13 第2课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：13 第2课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：14 第1课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：14 第1课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：14 第2课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：14 第2课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：2 第1课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：2 第1课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：2 第2课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：2 第2课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：3 第1课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：3 第1课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：3 第2课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：3 第2课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：4 第1课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：4 第1课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：4 第2课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：4 第2课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：5 第1课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：5 第1课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：5 第2课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：5 第2课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：6 第1课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：6 第1课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：6 第2课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：6 第2课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：7 第1课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：7 第1课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：7 第2课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：7 第2课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：8 第1课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：8 第1课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：8 第2课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：8 第2课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：9 第1课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：9 第1课时 .ppt,占位符,语文
高中语文必修三（人教版）课件：9 第2课时 .ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修三\【2018】高中语文必修三人教版课件打包28份\高中语文必修三（人教版）课件：9 第2课时 .ppt,占位符,语文
人教版高一语文必修2课件：第10课 游褒禅山记_讲课实用.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第10课 游褒禅山记_讲课实用.ppt,占位符,语文
人教版高一语文必修2课件：第10课 游褒禅山记_课堂.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第10课 游褒禅山记_课堂.ppt,占位符,语文
人教版高一语文必修2课件：第11课 《就任北京大学校长之演说》教学.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第11课 《就任北京大学校长之演说》教学.ppt,占位符,语文
人教版高一语文必修2课件：第11课 《就任北京大学校长之演说》课堂.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第11课 《就任北京大学校长之演说》课堂.ppt,占位符,语文
人教版高一语文必修2课件：第11课 就任北京大学校长之演说.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第11课 就任北京大学校长之演说.ppt,占位符,语文
人教版高一语文必修2课件：第12课 《我有一个梦想》.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第12课 《我有一个梦想》.ppt,占位符,语文
人教版高一语文必修2课件：第12课 我有一个梦想.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第12课 我有一个梦想.ppt,占位符,语文
人教版高一语文必修2课件：第13课 在马克思墓前的讲话.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第13课 在马克思墓前的讲话.ppt,占位符,语文
人教版高一语文必修2课件：第13课 在马克思墓前的讲话1.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第13课 在马克思墓前的讲话1.ppt,占位符,语文
人教版高一语文必修2课件：第13课 在马克思墓前的讲话_课堂.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第13课 在马克思墓前的讲话_课堂.ppt,占位符,语文
人教版高一语文必修2课件：第1课 《荷塘月色》上课用.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第1课 《荷塘月色》上课用.ppt,占位符,语文
人教版高一语文必修2课件：第1课 《荷塘月色》精品.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第1课 《荷塘月色》精品.ppt,占位符,语文
人教版高一语文必修2课件：第1课 《荷塘月色》精品2.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第1课 《荷塘月色》精品2.ppt,占位符,语文
人教版高一语文必修2课件：第1课 荷塘月色.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第1课 荷塘月色.ppt,占位符,语文
人教版高一语文必修2课件：第2课 《故都的秋》上课.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第2课 《故都的秋》上课.ppt,占位符,语文
人教版高一语文必修2课件：第2课 故都的秋.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第2课 故都的秋.ppt,占位符,语文
人教版高一语文必修2课件：第2课 故都的秋2.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第2课 故都的秋2.ppt,占位符,语文
人教版高一语文必修2课件：第2课 故都的秋精品.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第2课 故都的秋精品.ppt,占位符,语文
人教版高一语文必修2课件：第3课 《囚绿记》暂不用.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第3课 《囚绿记》暂不用.ppt,占位符,语文
人教版高一语文必修2课件：第3课 囚绿记1后一部分.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第3课 囚绿记1后一部分.ppt,占位符,语文
人教版高一语文必修2课件：第3课 囚绿记上课1.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第3课 囚绿记上课1.ppt,占位符,语文
人教版高一语文必修2课件：第4课 《诗经》两首-《氓》公开课.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第4课 《诗经》两首-《氓》公开课.ppt,占位符,语文
人教版高一语文必修2课件：第4课 《诗经》两首-《氓》正式版.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第4课 《诗经》两首-《氓》正式版.ppt,占位符,语文
人教版高一语文必修2课件：第4课 《诗经》两首-《采薇》课堂.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第4课 《诗经》两首-《采薇》课堂.ppt,占位符,语文
人教版高一语文必修2课件：第4课 《诗经》两首-氓上课.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第4课 《诗经》两首-氓上课.ppt,占位符,语文
人教版高一语文必修2课件：第4课 《诗经》两首-采薇.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第4课 《诗经》两首-采薇.ppt,占位符,语文
人教版高一语文必修2课件：第6课 《孔雀东南飞》ppt教学.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第6课 《孔雀东南飞》ppt教学.ppt,占位符,语文
人教版高一语文必修2课件：第6课 《孔雀东南飞》上课用.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第6课 《孔雀东南飞》上课用.ppt,占位符,语文
人教版高一语文必修2课件：第6课 《孔雀东南飞》公开课.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第6课 《孔雀东南飞》公开课.ppt,占位符,语文
人教版高一语文必修2课件：第6课 孔雀东南飞_.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第6课 孔雀东南飞_.ppt,占位符,语文
人教版高一语文必修2课件：第7课 诗三首-归园田居上课.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第7课 诗三首-归园田居上课.ppt,占位符,语文
人教版高一语文必修2课件：第7课 诗三首-归园田居公开课.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第7课 诗三首-归园田居公开课.ppt,占位符,语文
人教版高一语文必修2课件：第7课 诗三首-涉江采芙蓉_上课.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第7课 诗三首-涉江采芙蓉_上课.ppt,占位符,语文
人教版高一语文必修2课件：第7课 诗三首-短歌行优秀.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第7课 诗三首-短歌行优秀.ppt,占位符,语文
人教版高一语文必修2课件：第8课 《兰亭集序》.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第8课 《兰亭集序》.ppt,占位符,语文
人教版高一语文必修2课件：第8课 《兰亭集序》上课.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第8课 《兰亭集序》上课.ppt,占位符,语文
人教版高一语文必修2课件：第8课 兰亭集序.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第8课 兰亭集序.ppt,占位符,语文
人教版高一语文必修2课件：第9课 《赤壁赋》.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第9课 《赤壁赋》.ppt,占位符,语文
人教版高一语文必修2课件：第9课 赤壁赋_公开课获奖.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第9课 赤壁赋_公开课获奖.ppt,占位符,语文
人教版高一语文必修2课件：第9课 赤壁赋_课堂.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第9课 赤壁赋_课堂.ppt,占位符,语文
人教版高一语文必修2课件：第9课 赤壁赋课件正式.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高一语文必修2课件打包41份\人教版高一语文必修2课件：第9课 赤壁赋课件正式.ppt,占位符,语文
人教版高中语文必修二课件：1 荷塘月色(1).ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：1 荷塘月色(1).ppt,占位符,语文
人教版高中语文必修二课件：10 游褒禅山记.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：10 游褒禅山记.ppt,占位符,语文
人教版高中语文必修二课件：10 游褒禅山记2.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：10 游褒禅山记2.ppt,占位符,语文
人教版高中语文必修二课件：11 就任北京大学校长之演说(1).ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：11 就任北京大学校长之演说(1).ppt,占位符,语文
人教版高中语文必修二课件：12 我有一个梦想.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：12 我有一个梦想.ppt,占位符,语文
人教版高中语文必修二课件：13 在马克思墓前的讲话.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：13 在马克思墓前的讲话.ppt,占位符,语文
人教版高中语文必修二课件：2 故都的秋.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：2 故都的秋.ppt,占位符,语文
人教版高中语文必修二课件：3 囚绿记.pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：3 囚绿记.pptx,占位符,语文
人教版高中语文必修二课件：4 氓.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：4 氓.ppt,占位符,语文
人教版高中语文必修二课件：4 采薇.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：4 采薇.ppt,占位符,语文
人教版高中语文必修二课件：5 离骚3.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：5 离骚3.ppt,占位符,语文
人教版高中语文必修二课件：5 离骚一.pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：5 离骚一.pptx,占位符,语文
人教版高中语文必修二课件：5 离骚二.pptx,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：5 离骚二.pptx,占位符,语文
人教版高中语文必修二课件：6 孔雀东南飞.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：6 孔雀东南飞.ppt,占位符,语文
人教版高中语文必修二课件：7 归园田居.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：7 归园田居.ppt,占位符,语文
人教版高中语文必修二课件：8 兰亭集序.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：8 兰亭集序.ppt,占位符,语文
人教版高中语文必修二课件：8 兰亭集序2.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：8 兰亭集序2.ppt,占位符,语文
人教版高中语文必修二课件：9 赤壁赋.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：9 赤壁赋.ppt,占位符,语文
人教版高中语文必修二课件：涉江采芙蓉.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：涉江采芙蓉.ppt,占位符,语文
人教版高中语文必修二课件：短歌行1.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：短歌行1.ppt,占位符,语文
人教版高中语文必修二课件：短歌行2.ppt,F:\Desktop\code\Other\Deloitte competition\tsearcher\tsearcher\files\ppt\语文\高中人教版语文课件\必修二\【2018】人教版高中语文必修2课件\人教版高中语文必修二课件：短歌行2.ppt,占位符,语文
